fips,hospitals_per_100k,hospital_beds_per_100k,pcp_per_100k,neurologists_per_100k,stroke_centers_per_100k
36065,1.318362593658676,264.5514271275076,76.02557623431697,3.076179385203577,0.8789083957724506
36067,1.0671811902912125,312.6840887553252,95.61943465009264,10.031503188737398,0.6403087141747275
36069,2.6696566821506758,273.19486714008576,77.42004378236959,6.229198925018243,1.7797711214337837
36071,1.462776007547924,157.00462481014387,65.09353233588263,3.4131440176118235,0.4875920025159747
36073,2.527358657467081,63.18396643667703,7.582075972401244,0.0,0.0
36075,0.8478959462094812,111.92226489965152,40.69900541805509,0.8478959462094812,0.0
36077,3.3013651144748355,351.59538469157,123.80119179280632,9.904095343424506,1.6506825572374175
36079,1.0192640913260629,89.6952400366935,50.963204566303126,1.0192640913260629,1.0192640913260629
36081,0.3456101249942218,123.33961335731291,62.59863388957843,4.104120234306384,0.3888113906184995
36083,0.6265467873813477,157.88979042009964,46.364462266219725,1.2530935747626957,0.6265467873813477
36085,0.605837853556874,152.06530124277538,86.8367590098186,4.846702828454992,0.605837853556874
36087,1.4432638546113723,150.96539919234954,83.13199802561505,5.1957498766009405,0.5773055418445489
36089,5.628148245424784,101.30666841764612,53.46740833153546,0.9380247075707976,0.9380247075707976
36091,0.8378753157742597,71.6383394986992,67.86790057771503,3.3515012630970387,0.4189376578871298
36093,1.2489929993942384,179.2304954130732,78.68655896183702,8.118454496062549,0.6244964996971192
36095,3.3178500331785004,82.94625082946251,29.860650298606505,0.0,0.0
36097,5.733616191732126,143.34040479330312,63.06977810905338,0.0,0.0
36099,0.0,0.0,27.73583161268452,0.0,0.0
36101,4.344143009187862,103.17339646821172,53.21575186255132,2.172071504593931,1.0860357522969657
36103,0.9131389608348176,172.58326359778053,70.83349367618658,8.28347485900156,0.7174663263702139
36105,2.487160036312537,113.16578165222042,34.82024050837551,2.487160036312537,1.2435800181562684
36107,0.0,0.0,29.40805780783935,0.0,0.0
36109,0.9573683857811648,85.20578633452367,78.5042076340555,4.786841928905823,0.9573683857811648
36111,1.093159010909727,74.33481274186143,62.31006362185443,5.465795054548635,0.5465795054548634
36113,1.527487130920922,597.2474681900806,116.08902194999008,1.527487130920922,1.527487130920922
36115,0.0,0.0,34.96969293279158,0.0,0.0
36117,1.1022806185998832,111.3303424785882,24.25017360919743,3.3068418557996493,1.1022806185998832
36119,1.202001332218143,203.73922581097528,134.1233153200078,14.22368243124803,1.0016677768484528
36121,2.515723270440252,118.23899371069182,27.672955974842765,0.0,0.0
36123,4.10391102720893,102.59777568022326,53.350843353716094,0.0,0.0
