"StateAbbr","TractFIPS","TotalPop18plus","BINGE_CrudePrev","CSMOKING_CrudePrev","LPA_CrudePrev","BPHIGH_CrudePrev","HIGHCHOL_CrudePrev","DIABETES_CrudePrev","OBESITY_CrudePrev","STROKE_CrudePrev"
"CT","09110520100","4,477","15.7","6.8","17.7","30.7","41.0","9.0","25.7","2.6"
"CT","09110520201","2,876","16.8","7.1","16.9","28.9","39.7","8.6","26.6","2.3"
"CT","09110520202","3,200","17.0","7.4","17.0","29.4","40.4","8.6","26.5","2.4"
"CT","09110520301","3,712","16.7","8.5","20.0","29.0","38.3","9.1","28.4","2.5"
"CT","09110520302","3,813","15.3","7.7","20.4","31.9","40.6","9.8","27.6","3.0"
"CT","09110520400","6,017","16.2","7.0","17.3","30.8","41.2","8.8","26.5","2.6"
"CT","09110520501","3,341","16.8","7.3","17.0","30.1","40.6","8.7","27.1","2.5"
"CT","09110524100","4,867","16.7","9.8","20.3","32.6","41.4","10.0","30.0","3.0"
"CT","09110524200","5,456","15.4","9.5","22.1","32.8","41.2","10.2","27.9","3.1"
"CT","09110524300","4,706","18.6","11.3","22.5","30.6","37.6","9.2","30.9","2.8"
"CT","09110524400","2,376","12.0","14.9","36.1","41.7","37.7","17.2","42.5","4.8"
"CT","09110524501","2,747","17.0","11.3","27.2","27.9","33.9","10.3","33.5","2.6"
"CT","09110524502","1,927","14.4","11.3","26.2","36.3","40.7","13.4","34.6","3.6"
"CT","09110524600","2,511","13.8","16.5","35.3","35.6","34.7","14.5","40.6","3.8"
"CT","09110524700","2,682","13.3","11.0","34.6","35.9","40.3","15.1","35.4","4.0"
"CT","09110526101","3,471","16.1","9.1","17.1","30.1","38.9","8.2","30.6","2.7"
"CT","09110526102","3,790","16.1","7.9","16.0","30.1","39.3","8.0","29.3","2.6"
"CT","09110528100","2,592","16.1","8.4","16.5","30.3","39.5","8.0","29.5","2.6"
"CT","09110529100","3,902","15.1","9.3","18.5","32.7","40.5","9.2","30.9","3.1"
"CT","09110530100","1,832","15.6","12.1","22.2","31.7","37.8","9.5","33.9","3.2"
"CT","09110530200","4,881","15.1","14.8","27.1","31.6","36.1","10.4","36.4","3.4"
"CT","09110530301","4,549","14.8","12.6","24.4","31.5","37.2","9.8","34.0","3.3"
"CT","09110530302","5,345","13.9","9.2","21.2","32.8","39.7","9.6","29.6","3.3"
"CT","09110530400","3,530","15.6","8.7","19.1","28.1","35.7","7.9","29.4","2.6"
"CT","09110530500","2,635","13.6","10.8","22.5","35.6","41.6","10.7","32.3","3.8"
"CT","09110530600","2,159","14.6","6.9","15.6","32.4","41.7","8.6","28.6","2.8"
"CT","09110533102","4,354","15.5","8.7","17.5","30.7","39.2","8.4","29.9","2.8"
"CT","09110533103","3,212","14.4","8.5","18.4","33.4","41.0","9.3","30.2","3.2"
"CT","09110533104","3,771","16.8","7.0","14.2","27.2","37.3","7.0","28.3","2.2"
"CT","09110535101","4,525","15.2","7.5","16.4","29.4","38.6","7.9","28.3","2.6"
"CT","09110535102","3,202","16.1","10.0","18.4","31.1","38.7","8.8","32.2","2.8"
"CT","09110535200","5,124","16.0","9.2","18.0","29.0","37.6","7.9","29.3","2.6"
"CT","09110538100","1,298","19.2","17.7","27.6","32.6","33.4","10.2","39.1","2.9"
"CT","09110538201","3,927","15.5","9.3","18.2","32.0","40.1","8.8","30.6","3.0"
"CT","09110538202","3,179","15.0","8.5","17.8","32.5","40.9","8.8","29.4","3.0"
"CT","09110840100","4,698","15.2","11.5","21.7","31.6","38.1","9.5","32.2","3.2"
"CT","09110850100","4,370","16.5","8.4","16.2","29.6","38.6","7.8","29.7","2.5"
"CT","09110850200","5,393","15.8","10.4","19.3","31.2","39.1","8.7","31.4","2.9"
"CT","09110860100","4,328","14.6","11.3","21.3","34.3","41.5","10.0","31.9","3.5"
"CT","09110881100","4,252","14.7","7.9","18.2","28.8","36.4","8.3","28.3","2.7"
"CT","09110881200","9,476","17.9","8.5","22.5","12.1","15.3","2.0","27.0","0.7"
"CT","09110881300","4,869","16.6","9.1","21.3","21.4","27.3","6.3","27.7","2.2"
"CT","09110881500","4,971","14.1","8.5","20.3","28.8","36.4","8.7","27.6","2.9"
"CT","09110890100","2,982","16.3","12.1","21.5","30.0","37.2","8.6","32.3","3.0"
"CT","09110890202","4,065","15.4","10.9","20.4","32.9","40.3","9.1","31.3","3.2"
"CT","09110890204","2,245","15.3","12.1","21.4","33.5","40.3","9.7","33.0","3.4"
"CT","09110980100","875","20.7","23.4","37.0","30.8","30.8","10.5","40.6","2.7"
"CT","09120060100","3,897","19.5","5.4","16.3","19.9","29.9","5.1","18.2","1.9"
"CT","09120060200","3,271","16.2","7.8","19.6","29.9","40.4","8.2","23.3","2.9"
"CT","09120060300","3,022","16.8","5.3","15.2","27.5","39.8","7.0","21.1","2.4"
"CT","09120060400","3,315","17.2","5.3","14.7","27.2","39.6","6.8","21.3","2.3"
"CT","09120060500","2,207","17.6","5.2","14.3","26.0","38.6","6.5","20.8","2.2"
"CT","09120060600","1,809","14.8","5.2","16.9","30.9","42.1","7.9","21.1","2.9"
"CT","09120060700","6,708","19.9","5.8","16.2","19.2","29.2","4.8","19.0","1.8"
"CT","09120060800","1,515","17.0","6.2","16.2","26.8","38.6","6.8","22.1","2.4"
"CT","09120060900","1,867","17.2","6.5","16.6","27.3","39.3","6.9","21.7","2.4"
"CT","09120061000","3,153","16.0","8.4","21.1","29.1","39.3","8.2","23.5","2.9"
"CT","09120061100","2,760","18.2","5.9","15.2","24.8","37.1","6.3","21.7","2.1"
"CT","09120061200","1,832","16.9","8.5","21.0","26.6","37.3","7.8","23.6","2.6"
"CT","09120061300","2,323","17.4","8.6","20.8","25.8","36.5","7.4","23.6","2.4"
"CT","09120061400","2,391","17.2","9.7","23.4","26.4","35.8","8.1","25.5","2.6"
"CT","09120061500","3,703","18.0","6.0","15.6","25.0","36.6","6.5","22.1","2.2"
"CT","09120061600","3,930","17.1","6.2","16.5","26.9","38.8","6.9","21.6","2.4"
"CT","09120070100","4,479","18.7","5.6","15.9","24.2","35.3","6.4","22.9","2.1"
"CT","09120070200","3,182","14.7","11.6","31.6","32.9","36.9","12.4","32.4","3.8"
"CT","09120070300","770","11.3","26.3","56.9","35.7","34.0","17.3","45.3","5.3"
"CT","09120070400","1,536","15.2","10.0","29.2","23.8","29.0","8.2","26.5","2.5"
"CT","09120070500","1,309","14.5","16.8","39.1","30.1","31.9","11.7","35.3","3.5"
"CT","09120070600","2,443","13.0","14.9","37.8","37.6","39.3","15.5","34.3","5.0"
"CT","09120070900","2,007","12.0","23.6","52.2","40.1","38.9","19.7","41.9","6.1"
"CT","09120071000","2,657","15.7","11.2","32.3","28.5","32.8","10.6","32.5","2.9"
"CT","09120071100","3,382","13.5","16.5","40.5","33.6","35.4","13.7","35.6","4.2"
"CT","09120071200","3,907","12.6","18.8","45.7","37.7","37.7","16.9","38.7","5.1"
"CT","09120071300","2,661","14.9","14.2","37.5","29.6","33.9","11.6","32.6","3.5"
"CT","09120071400","2,769","14.8","18.2","42.7","30.6","34.1","13.1","36.7","3.8"
"CT","09120071600","1,623","12.4","25.2","53.6","34.5","34.3","15.9","41.9","5.0"
"CT","09120071900","3,640","15.9","15.8","35.3","30.9","33.6","11.3","34.2","3.5"
"CT","09120072000","2,834","14.9","12.6","32.3","30.5","34.6","11.2","31.7","3.4"
"CT","09120072100","5,173","14.3","10.9","29.1","31.8","37.7","11.1","29.0","3.5"
"CT","09120072200","3,139","13.8","11.8","32.3","34.2","38.6","12.0","29.5","4.4"
"CT","09120072300","4,087","14.6","14.1","34.4","32.3","35.7","12.1","33.2","3.7"
"CT","09120072400","2,131","14.9","12.8","32.8","30.0","35.2","10.8","30.1","3.4"
"CT","09120072500","4,704","14.7","11.3","29.5","31.7","37.5","11.1","29.5","3.6"
"CT","09120072600","6,783","15.3","9.6","27.0","29.5","35.8","9.5","25.9","3.4"
"CT","09120072700","3,029","14.3","10.1","29.1","32.4","36.9","11.4","30.1","3.5"
"CT","09120072800","4,056","12.4","15.5","40.0","37.4","36.8","15.1","36.6","4.9"
"CT","09120072900","3,690","14.1","11.5","31.5","33.2","35.4","11.9","32.5","3.6"
"CT","09120073000","1,542","15.7","9.2","27.5","29.9","35.6","10.3","30.1","3.0"
"CT","09120073100","3,636","13.6","13.0","34.7","34.7","37.3","13.1","34.0","4.0"
"CT","09120073200","3,093","10.4","16.9","45.1","43.2","43.9","19.5","35.4","6.4"
"CT","09120073300","2,625","12.9","15.2","38.8","35.9","36.8","14.5","36.2","4.5"
"CT","09120073400","2,979","14.0","13.0","35.1","32.9","36.0","12.6","33.3","3.8"
"CT","09120073500","2,603","13.1","17.8","45.4","34.6","36.4","15.7","38.6","4.5"
"CT","09120073600","1,661","14.0","15.3","41.6","31.4","34.8","13.4","36.0","3.7"
"CT","09120073700","3,882","12.3","17.5","44.1","37.7","37.9","16.2","37.4","5.1"
"CT","09120073800","1,712","12.8","22.0","50.8","36.2","36.6","17.3","41.1","5.0"
"CT","09120073900","2,605","13.5","15.5","42.3","34.4","37.0","15.0","36.2","4.3"
"CT","09120074000","1,650","12.7","16.5","44.9","35.0","36.6","15.5","37.5","4.6"
"CT","09120074300","3,386","12.4","18.9","45.8","37.7","36.7","16.6","39.4","5.2"
"CT","09120074400","3,320","13.6","15.0","39.3","34.1","34.4","13.4","36.2","4.1"
"CT","09120080100","3,863","14.7","13.1","32.5","32.1","37.4","11.3","30.7","3.6"
"CT","09120080200","3,382","14.9","13.5","32.9","31.7","35.9","11.3","32.1","3.6"
"CT","09120080400","4,561","14.2","11.1","30.4","32.7","35.9","11.3","30.9","3.7"
"CT","09120080500","2,676","15.4","8.2","20.6","32.3","42.5","9.0","24.2","3.2"
"CT","09120080600","2,115","15.1","9.5","24.9","32.2","39.4","10.0","27.2","3.4"
"CT","09120080700","1,596","15.9","8.5","21.3","30.0","39.4","8.6","25.3","2.9"
"CT","09120080800","3,813","17.2","8.0","19.7","27.5","37.6","7.5","24.2","2.6"
"CT","09120080900","3,827","16.3","10.7","26.1","29.6","37.5","9.1","27.2","3.1"
"CT","09120081000","3,546","15.5","9.9","25.3","31.4","39.1","9.5","26.6","3.3"
"CT","09120081100","3,846","15.7","9.1","23.4","30.9","39.3","9.0","25.6","3.2"
"CT","09120081200","4,234","16.4","7.4","19.9","29.1","39.2","8.0","23.7","2.8"
"CT","09120081300","4,517","12.1","7.9","25.0","38.2","45.3","11.1","23.9","4.4"
"CT","09120090100","2,513","15.2","7.5","20.1","30.9","41.1","8.6","22.6","3.1"
"CT","09120090200","6,306","15.6","7.5","20.5","30.2","40.4","8.2","22.5","3.1"
"CT","09120090300","3,581","16.6","7.5","19.4","28.2","38.9","7.7","22.8","2.7"
"CT","09120090400","5,033","15.8","8.3","22.0","29.0","38.4","8.4","24.0","2.9"
"CT","09120090500","3,603","16.4","8.4","20.6","29.2","39.3","8.2","24.0","2.8"
"CT","09120090600","2,704","16.2","6.7","18.2","28.7","39.7","7.5","21.8","2.7"
"CT","09120090700","4,027","16.8","6.8","17.3","27.3","38.7","7.3","22.3","2.4"
"CT","09120100100","4,345","17.4","7.0","17.6","27.1","38.5","7.2","22.7","2.5"
"CT","09120100200","5,197","17.3","7.3","18.1","28.1","39.3","7.4","22.6","2.6"
"CT","09120100300","5,007","17.4","7.6","18.4","27.8","39.1","7.5","23.0","2.6"
"CT","09120105100","3,173","16.9","6.1","16.2","27.6","39.6","7.1","21.5","2.4"
"CT","09120105200","2,617","16.5","7.2","18.5","29.7","40.3","8.3","23.7","2.8"
"CT","09120257200","3,031","13.8","17.8","40.8","33.8","35.2","13.8","36.6","4.3"
"CT","09130541100","2,051","15.9","15.1","29.3","34.2","34.9","11.7","36.8","3.5"
"CT","09130541200","4,448","16.0","9.4","21.1","31.7","36.6","9.1","29.1","2.9"
"CT","09130541301","1,903","19.8","10.8","20.2","23.9","28.3","6.4","31.2","1.9"
"CT","09130541302","3,507","18.8","9.3","19.3","25.3","30.0","7.0","29.6","2.0"
"CT","09130541401","2,683","17.1","9.0","18.7","30.9","37.8","8.5","28.0","2.7"
"CT","09130541402","4,757","15.4","10.0","22.8","33.9","38.2","9.9","29.4","3.3"
"CT","09130541500","3,119","19.9","7.0","18.1","16.1","21.1","4.0","23.1","1.4"
"CT","09130541600","1,202","14.7","17.7","34.0","36.3","36.3","13.5","38.0","4.2"
"CT","09130541700","3,042","14.4","16.4","33.4","36.3","36.0","13.0","35.7","4.5"
"CT","09130542000","3,689","16.4","10.0","21.4","32.7","37.1","9.3","30.2","3.1"
"CT","09130542100","2,909","16.3","12.3","25.1","32.6","35.4","10.1","32.1","3.4"
"CT","09130542200","1,331","16.3","8.2","18.0","31.9","38.3","8.6","28.4","2.7"
"CT","09130550100","4,571","16.6","12.4","22.8","33.9","39.2","9.7","30.6","3.3"
"CT","09130550201","3,074","17.9","9.6","18.4","31.0","37.8","8.3","28.6","2.7"
"CT","09130550202","2,535","16.4","9.9","20.0","33.9","39.8","9.2","28.5","3.2"
"CT","09130560100","4,598","17.0","8.6","18.0","31.7","38.7","8.3","27.6","2.8"
"CT","09130560200","2,951","16.4","11.6","22.7","33.4","38.4","9.7","30.3","3.4"
"CT","09130570100","3,968","17.1","8.8","18.7","29.4","36.0","8.1","28.1","2.5"
"CT","09130570200","2,691","17.4","8.6","17.8","30.1","37.4","8.0","27.6","2.5"
"CT","09130570300","4,823","14.5","10.3","23.3","37.1","41.2","10.7","29.0","3.8"
"CT","09130580100","3,486","16.2","10.0","20.5","34.4","40.3","9.5","28.8","3.2"
"CT","09130585100","5,704","17.2","9.6","19.0","31.7","38.7","8.5","28.0","2.8"
"CT","09130590101","3,207","16.3","8.1","17.6","33.2","40.1","8.6","27.0","2.9"
"CT","09130590102","3,548","17.6","9.4","18.4","31.3","38.4","8.3","27.9","2.8"
"CT","09130595101","2,909","16.7","9.6","19.1","33.8","40.1","9.3","29.2","3.0"
"CT","09130595102","4,369","16.2","11.2","21.7","34.9","40.1","9.9","30.3","3.3"
"CT","09130600100","3,192","14.8","10.8","22.7","37.9","42.1","11.1","30.3","3.9"
"CT","09130610100","1,818","15.2","10.9","23.9","36.0","40.8","10.7","30.5","3.6"
"CT","09130610200","3,182","15.2","9.3","20.9","35.2","40.8","10.1","29.2","3.3"
"CT","09130610300","3,379","16.4","10.2","21.1","33.1","39.4","9.3","28.7","3.1"
"CT","09130610400","2,544","17.3","9.0","18.4","31.1","38.3","8.3","27.7","2.7"
"CT","09130620100","3,680","16.1","9.9","20.3","34.4","40.3","9.6","28.9","3.2"
"CT","09130630101","3,574","14.5","9.2","21.5","37.3","42.4","10.2","27.6","3.7"
"CT","09130630102","2,210","13.1","6.3","17.3","38.3","45.0","10.0","25.9","3.4"
"CT","09130640100","5,068","15.8","8.5","18.6","34.3","41.1","9.2","27.5","3.1"
"CT","09130650100","2,013","14.1","6.3","18.4","37.1","41.0","9.2","27.7","3.1"
"CT","09130660101","2,834","13.7","6.9","19.9","37.7","41.1","9.5","28.2","3.2"
"CT","09130660103","2,241","14.4","7.7","20.6","36.5","39.8","9.3","29.1","3.2"
"CT","09130660104","1,208","14.1","7.4","20.5","37.3","40.4","9.4","28.8","3.3"
"CT","09130670100","3,931","15.5","8.3","18.9","34.1","41.0","9.2","27.0","3.1"
"CT","09130670200","5,070","13.3","7.3","19.4","38.0","43.8","10.3","26.6","3.6"
"CT","09130680101","2,622","16.2","8.2","18.5","33.0","39.6","8.9","27.6","2.9"
"CT","09130680102","3,207","14.0","10.5","23.4","38.3","43.2","11.3","29.2","4.0"
"CT","09130680200","5,431","14.7","12.1","25.5","38.4","40.5","12.0","32.7","4.1"
"CT","09140110100","2,184","18.8","8.6","20.6","23.7","32.7","6.7","24.8","2.2"
"CT","09140110201","3,797","16.8","11.8","25.4","29.1","37.9","9.0","26.8","3.1"
"CT","09140110202","4,384","13.2","10.1","27.5","36.9","43.8","11.2","25.3","4.4"
"CT","09140110301","5,521","14.4","8.4","23.4","33.3","41.9","9.6","24.3","3.6"
"CT","09140110302","2,793","16.0","7.8","20.4","29.9","40.1","8.3","23.0","3.0"
"CT","09140110400","4,068","16.1","9.0","21.7","31.1","40.9","8.8","24.4","3.2"
"CT","09140110500","4,542","16.3","7.9","19.8","30.3","40.8","8.2","23.2","3.0"
"CT","09140110601","2,346","16.9","7.6","18.8","29.0","40.1","7.8","23.0","2.7"
"CT","09140110602","4,104","16.7","9.4","21.8","29.8","39.5","8.7","25.1","3.0"
"CT","09140120100","5,241","14.9","10.4","24.5","33.2","39.6","9.8","32.6","3.1"
"CT","09140120200","4,745","14.2","13.8","31.3","34.3","38.8","11.6","36.4","3.6"
"CT","09140125100","3,648","15.2","10.2","24.0","33.6","40.4","9.7","31.9","3.2"
"CT","09140125200","4,614","15.4","12.9","28.5","31.8","37.2","10.1","35.1","3.1"
"CT","09140125300","4,016","15.5","11.8","27.9","31.2","36.3","10.0","35.4","2.9"
"CT","09140125400","2,666","14.6","13.8","30.5","34.0","38.5","11.3","36.5","3.5"
"CT","09140130101","4,184","15.7","11.5","25.1","32.4","38.7","9.5","32.7","3.2"
"CT","09140130102","2,571","16.3","11.4","24.2","31.1","37.9","9.1","32.6","2.9"
"CT","09140130201","2,822","16.3","9.1","20.3","31.1","39.4","8.5","30.5","2.7"
"CT","09140130202","3,909","15.9","11.6","24.3","32.1","39.1","9.4","32.8","3.0"
"CT","09140341100","4,884","15.6","9.9","22.0","32.9","40.3","9.2","31.4","3.0"
"CT","09140342100","2,854","15.3","10.4","22.3","33.2","41.4","10.0","27.9","3.4"
"CT","09140343101","4,223","16.9","10.9","23.3","31.3","37.6","8.9","31.5","2.8"
"CT","09140343102","3,154","14.7","6.5","18.2","31.8","40.7","8.4","27.5","2.7"
"CT","09140343200","4,712","16.2","8.0","18.7","29.3","38.8","8.0","28.8","2.4"
"CT","09140343300","5,525","13.9","6.7","19.2","33.7","42.3","8.9","27.2","3.0"
"CT","09140343400","5,129","16.1","7.5","18.0","29.6","39.0","7.9","28.3","2.4"
"CT","09140344100","3,645","14.9","9.3","21.7","33.9","41.3","9.5","30.5","3.2"
"CT","09140344200","2,281","14.8","7.2","18.7","32.3","41.3","8.9","28.6","2.7"
"CT","09140345100","5,465","15.5","11.7","25.3","32.1","38.2","9.7","33.9","3.1"
"CT","09140345201","5,562","15.6","11.9","25.9","32.3","38.3","9.7","33.3","3.2"
"CT","09140345202","3,276","15.8","11.4","24.2","31.9","38.9","9.4","32.8","3.0"
"CT","09140345300","4,945","17.0","11.0","23.4","28.9","35.9","8.4","33.0","2.6"
"CT","09140345400","5,624","14.9","10.9","25.0","33.2","39.5","9.9","32.7","3.2"
"CT","09140346101","5,589","14.6","8.5","20.8","34.8","42.9","9.5","29.5","3.2"
"CT","09140346102","4,593","16.5","9.2","19.9","30.9","39.4","8.4","30.7","2.6"
"CT","09140347100","4,671","15.1","10.0","22.5","34.2","41.7","9.5","30.7","3.2"
"CT","09140347200","2,912","16.1","9.8","21.2","31.9","39.8","8.8","31.2","2.9"
"CT","09140348111","2,012","14.7","12.1","24.8","35.7","42.6","10.7","32.5","3.5"
"CT","09140348122","3,195","16.2","8.4","18.7","30.8","39.9","8.3","29.9","2.6"
"CT","09140348123","4,417","16.9","8.0","17.9","29.3","38.9","7.7","29.0","2.4"
"CT","09140348124","2,378","7.8","6.5","26.7","47.4","51.0","13.2","27.0","5.3"
"CT","09140348125","4,528","8.1","7.3","27.9","47.6","50.8","13.7","27.8","5.4"
"CT","09140349100","3,944","17.1","10.3","20.9","28.9","38.0","8.4","27.1","2.9"
"CT","09140349200","2,139","17.1","11.0","22.0","28.9","37.8","8.5","27.3","2.9"
"CT","09140350101","3,949","9.3","24.3","56.9","50.0","46.5","26.9","49.3","8.2"
"CT","09140350200","2,581","11.5","26.7","54.5","41.5","37.4","19.7","50.8","5.8"
"CT","09140350300","1,487","13.9","16.2","41.1","31.8","33.2","12.9","42.8","3.5"
"CT","09140350400","1,918","13.7","16.3","41.1","33.6","34.2","13.9","43.9","3.7"
"CT","09140350500","1,881","12.1","22.5","51.5","37.8","38.3","18.2","46.7","5.0"
"CT","09140350800","4,002","14.3","16.3","37.5","32.5","34.3","12.3","41.2","3.5"
"CT","09140350900","1,548","14.1","14.1","32.6","34.2","36.5","12.0","39.1","3.6"
"CT","09140351000","3,062","12.9","14.4","36.9","37.0","39.0","14.3","40.0","4.2"
"CT","09140351100","3,304","13.4","17.0","38.6","36.1","36.8","14.2","42.2","4.1"
"CT","09140351200","2,840","12.6","18.1","42.7","37.3","37.0","15.8","44.7","4.4"
"CT","09140351300","4,284","13.0","16.3","38.3","36.8","38.6","13.9","40.1","4.2"
"CT","09140351400","2,968","14.4","14.1","36.0","31.6","35.6","12.1","38.9","3.3"
"CT","09140351500","3,778","13.7","15.6","35.5","35.5","38.7","13.0","38.8","3.9"
"CT","09140351601","2,721","14.6","13.8","31.7","32.9","37.3","11.1","36.6","3.5"
"CT","09140351602","4,999","14.1","14.3","31.8","35.7","39.5","11.8","36.6","3.9"
"CT","09140351700","2,129","13.2","19.2","42.9","35.6","35.8","14.4","44.5","4.1"
"CT","09140351800","3,562","14.2","11.9","28.6","34.4","39.1","11.0","34.9","3.5"
"CT","09140351900","2,393","15.2","10.0","24.9","30.8","36.7","9.2","31.5","3.0"
"CT","09140352000","3,980","14.1","12.7","29.3","34.9","39.7","11.5","35.6","3.6"
"CT","09140352100","3,284","13.1","16.6","36.2","38.0","39.0","14.2","41.0","4.4"
"CT","09140352200","1,682","13.2","16.7","41.5","33.1","34.7","13.5","43.5","3.7"
"CT","09140352300","2,244","12.8","19.4","42.3","38.1","37.4","15.7","45.2","4.6"
"CT","09140352400","2,577","12.6","14.1","35.9","37.2","38.6","13.9","40.2","4.0"
"CT","09140352500","2,341","12.5","17.6","39.9","39.4","40.0","15.5","41.5","4.9"
"CT","09140352600","4,291","13.1","15.9","36.4","37.8","39.6","13.9","40.0","4.3"
"CT","09140352701","2,655","12.8","14.8","35.8","37.5","39.5","13.6","39.0","4.3"
"CT","09140352702","4,792","13.2","15.3","34.6","37.5","39.4","13.5","39.3","4.2"
"CT","09140352800","4,804","13.1","14.4","34.5","36.0","38.0","12.8","38.8","4.0"
"CT","09140360100","4,293","15.9","10.0","21.7","30.3","38.8","8.9","27.2","3.1"
"CT","09140360200","6,290","15.9","10.0","21.7","31.1","39.7","9.3","27.2","3.2"
"CT","09140360300","2,640","16.3","11.1","23.4","29.0","37.6","8.8","27.5","3.0"
"CT","09140360400","4,732","16.0","10.8","23.1","30.4","38.8","9.0","27.1","3.3"
"CT","09140361100","5,179","15.9","9.2","20.6","31.8","40.1","8.7","30.5","2.8"
"CT","09140361200","4,398","15.8","9.4","21.6","32.4","39.9","8.9","30.5","3.0"
"CT","09140361300","3,486","16.2","10.3","22.4","32.3","39.7","9.0","31.1","3.0"
"CT","09140362101","3,477","15.6","8.4","19.6","30.6","39.9","8.8","26.3","3.0"
"CT","09140362102","4,677","15.5","8.7","19.9","31.4","40.9","9.1","26.1","3.1"
"CT","09140405100","2,512","18.0","12.4","24.0","29.4","37.1","9.5","32.0","2.8"
"CT","09140405200","3,555","16.3","11.1","23.5","32.2","40.2","10.3","30.5","3.1"
"CT","09140405300","5,035","15.9","11.3","24.6","33.9","41.1","10.9","30.8","3.4"
"CT","09140405401","2,783","16.9","10.6","21.7","32.0","40.1","9.9","30.5","3.0"
"CT","09140405402","3,501","17.0","12.5","25.4","31.2","38.2","10.4","32.9","3.0"
"CT","09140405500","4,128","17.1","12.9","25.8","31.3","38.2","10.3","33.2","3.0"
"CT","09140405600","5,568","17.5","13.5","26.3","30.6","37.4","10.3","33.7","3.0"
"CT","09140405700","1,678","14.8","15.6","32.2","36.5","41.4","13.9","36.4","4.1"
"CT","09140405801","2,511","16.9","13.8","26.4","32.6","39.2","10.8","33.2","3.3"
"CT","09140405802","3,424","16.4","9.8","20.8","32.7","41.6","10.0","29.7","3.0"
"CT","09140405900","3,745","17.0","11.3","22.6","31.7","39.8","10.0","30.7","3.0"
"CT","09140406001","3,158","15.3","11.9","27.4","33.5","39.9","11.3","32.5","3.5"
"CT","09140406002","4,010","15.2","10.4","23.7","35.0","42.6","10.8","29.2","3.5"
"CT","09140406100","3,196","14.8","16.9","35.7","36.0","39.6","13.9","37.1","4.4"
"CT","09140425300","3,272","16.5","11.9","23.3","31.0","38.9","9.5","28.9","3.3"
"CT","09140425400","3,693","16.6","11.8","23.3","30.9","39.0","9.5","28.7","3.3"
"CT","09140425500","2,654","16.5","13.4","26.0","30.6","38.0","9.7","29.2","3.4"
"CT","09150708100","2,096","15.9","12.1","25.5","36.3","37.7","10.0","33.2","3.4"
"CT","09150815000","1,747","16.3","13.3","26.4","35.9","38.7","10.7","33.9","3.4"
"CT","09150820000","1,442","15.2","11.9","25.4","38.2","40.9","11.3","32.7","3.7"
"CT","09150825000","1,274","16.8","11.9","24.2","34.2","38.1","9.7","31.7","3.2"
"CT","09150830100","3,426","16.6","11.0","23.5","34.1","37.7","9.6","31.9","3.0"
"CT","09150890203","657","14.0","10.6","20.9","36.4","43.2","10.5","32.1","3.7"
"CT","09150900100","3,680","16.7","11.9","24.1","34.7","38.4","9.7","32.2","3.1"
"CT","09150900200","3,870","16.3","14.3","28.1","35.7","38.1","10.6","33.7","3.5"
"CT","09150901101","2,068","16.9","9.8","20.9","33.2","38.1","9.0","30.6","2.8"
"CT","09150901102","4,344","16.7","9.7","21.2","33.8","38.1","9.2","31.0","2.9"
"CT","09150902200","1,346","16.0","10.7","23.2","35.8","39.3","10.1","31.8","3.2"
"CT","09150902500","3,443","17.2","9.4","20.9","31.6","36.2","8.6","29.8","2.7"
"CT","09150903101","2,643","15.2","19.0","35.0","39.1","38.9","13.2","37.8","4.6"
"CT","09150903102","2,703","17.6","14.7","27.2","31.8","35.3","9.4","33.7","3.0"
"CT","09150903200","2,040","14.8","12.0","26.7","38.3","40.5","11.2","31.9","3.8"
"CT","09150904101","3,843","16.5","12.5","25.6","34.9","38.2","10.0","32.2","3.3"
"CT","09150904102","2,285","16.8","12.9","25.0","34.8","38.0","10.0","32.8","3.3"
"CT","09150904400","3,268","15.1","15.4","31.1","38.1","38.7","11.9","35.2","4.1"
"CT","09150904500","4,856","16.2","15.8","30.4","35.6","36.6","11.3","35.8","3.7"
"CT","09150905101","3,641","17.0","12.7","25.4","33.5","36.7","9.6","32.9","3.1"
"CT","09150905102","3,098","16.6","12.2","25.9","35.9","38.0","10.3","32.5","3.5"
"CT","09150906100","4,028","16.5","11.9","24.2","34.8","38.4","9.9","32.2","3.2"
"CT","09150907100","3,307","16.4","15.6","29.3","35.7","37.4","11.0","35.3","3.6"
"CT","09150907200","4,108","17.6","13.9","26.5","33.0","35.7","9.6","33.9","3.1"
"CT","09150907300","4,328","16.0","15.3","29.9","36.2","37.7","11.1","34.9","3.7"
"CT","09150908100","2,841","16.8","16.6","29.2","36.0","37.6","11.2","36.2","3.6"
"CT","09160260200","2,654","14.9","13.8","28.5","34.9","40.6","11.6","30.5","4.3"
"CT","09160261100","3,431","13.9","7.9","20.8","33.9","42.3","9.7","25.4","3.5"
"CT","09160262100","2,338","13.8","8.1","20.4","34.5","43.4","10.1","25.5","3.5"
"CT","09160263200","1,355","13.5","9.5","22.9","36.5","44.0","11.3","27.7","4.0"
"CT","09160265100","1,106","14.7","11.0","23.1","33.5","42.3","10.2","27.2","3.7"
"CT","09160266100","2,538","14.5","9.6","22.3","33.6","41.7","10.2","27.1","3.6"
"CT","09160267100","3,033","14.4","9.1","22.0","33.7","42.0","10.2","26.6","3.6"
"CT","09160268100","1,930","14.5","6.7","17.6","32.6","42.7","9.1","24.5","3.1"
